Start Date,Start Time,Date,Time,Miles,Purpose,Income source,From,To,Notes,Original_File
4/11/24,4:10:28 AM,4/11/24,4:47:23 AM,30.02,p,,"20019 6 W, Lynnwood, WA 98036, USA","3610 S 158th St, Tukwila, WA 98188, USA",2013 Toyota Prius (New),business_personal_trip_log_04_11_2024_12_00am_PDT-04_12_2024_12_00am_PDT.csv
4/16/24,10:35:16 PM,4/16/24,11:12:38 PM,29.01,p,,"3851 S 158th St, Seattle, WA 98188, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_16_2024_12_00am_PDT-04_17_2024_12_00am_PDT.csv
4/17/24,10:23:03 AM,4/17/24,10:33:02 AM,4,b,,"20019 6 W, Lynnwood, WA 98036, USA","18109 33rd Ave W, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,11:16:45 AM,4/17/24,11:21:46 AM,1.06,b,,"18109 33rd Ave W, Lynnwood, WA 98037, USA","2927 Alderwood Mall Blvd, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,11:24:09 AM,4/17/24,11:25:01 AM,0,b,,"2927 Alderwood Mall Blvd, Lynnwood, WA 98036, USA","2927 Alderwood Mall Blvd, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,11:40:16 AM,4/17/24,11:49:22 AM,2,b,,"2927 Alderwood Mall Blvd, Lynnwood, WA 98036, USA","18604 52nd Ave W, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,11:52:40 AM,4/17/24,11:57:39 AM,1,b,,"18604 52nd Ave W, Lynnwood, WA 98037, USA","4424 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,11:59:39 AM,4/17/24,12:09:12 PM,4.1,b,,"3925 196th St SW, Lynnwood, WA 98036, USA","20013 6th Pl W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,1:16:20 PM,4/17/24,1:34:44 PM,8,p,,"20012 6 W, Lynnwood, WA 98036, USA","10601 47th Pl W, Mukilteo, WA 98275, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,2:58:04 PM,4/17/24,3:02:56 PM,1,b,,"4500 Harbour Pointe Blvd, Mukilteo, WA 98275, USA","11700 Mukilteo Speedway, Mukilteo, WA 98275, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,3:12:15 PM,4/17/24,3:58:59 PM,15,b,,"11700 Mukilteo Speedway, Mukilteo, WA 98275, USA","1220 228th St SE, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,4:04:18 PM,4/17/24,4:10:45 PM,1.01,b,,"1220 228th St SE, Bothell, WA 98021, USA","21045 Bothell Everett Hwy, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,4:34:24 PM,4/17/24,4:36:24 PM,1,b,,"21045 Bothell Everett Hwy, Bothell, WA 98021, USA","20711 Bothell Everett Hwy, Bothell, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,5:04:08 PM,4/17/24,5:08:44 PM,1.02,b,,"20711 Bothell Everett Hwy, Bothell, WA 98012, USA","21525 16th Dr SE, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,5:13:35 PM,4/17/24,5:27:58 PM,5,b,,"21525 16th Dr SE, Bothell, WA 98021, USA","2701 184th St SW, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,5:36:52 PM,4/17/24,6:04:13 PM,12,b,,"2701 184th St SW, Lynnwood, WA 98037, USA","14221 NE 181st Pl, Woodinville, WA 98072, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,6:09:08 PM,4/17/24,6:18:12 PM,2.01,b,,"14222 NE 181st Pl, Woodinville, WA 98072, USA","24008 Snohomish Woodinville Rd, Woodinville, WA 98072, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,6:32:12 PM,4/17/24,7:04:18 PM,11.16,b,,"24008 Snohomish Woodinville Rd, Woodinville, WA 98072, USA","22833 Bothell Everett Hwy, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/17/24,7:20:01 PM,4/17/24,7:29:15 PM,3.11,b,,"22833 Bothell Everett Hwy, Bothell, WA 98021, USA","20019 6th Pl W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_17_2024_12_00am_PDT-04_18_2024_12_00am_PDT.csv
4/18/24,9:16:04 AM,4/18/24,9:27:42 AM,4.09,b,,"20019 6 W, Lynnwood, WA 98036, USA","21045 Bothell Everett Hwy, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,10:41:20 AM,4/18/24,10:51:02 AM,4.01,b,,"21045 Bothell Everett Hwy, Bothell, WA 98021, USA","525 Hubbard Rd, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,10:53:47 AM,4/18/24,11:09:09 AM,4,b,,"525 Hubbard Rd, Lynnwood, WA 98036, USA","18109 33rd Ave W, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,12:29:31 PM,4/18/24,12:35:08 PM,1.05,b,,"18109 33rd Ave W, Lynnwood, WA 98037, USA","19105 36th Ave W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,12:41:18 PM,4/18/24,12:56:45 PM,6,b,,"19109 36th Ave W, Lynnwood, WA 98036, USA","6306 NE 192nd Ct, Kenmore, WA 98028, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,12:59:13 PM,4/18/24,1:10:47 PM,4.1,b,,"6314 NE 192nd Ct, Kenmore, WA 98028, USA","20019 6th Pl W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,2:07:04 PM,4/18/24,3:03:33 PM,19.02,b,,"20019 6 W, Lynnwood, WA 98036, USA","10803 16th Ave SE, Everett, WA 98208, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,3:18:01 PM,4/18/24,3:26:31 PM,2,b,,"10801 16th Ave SE, Everett, WA 98208, USA","12906 19th Ave SE, Everett, WA 98208, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,3:30:09 PM,4/18/24,3:42:26 PM,4,b,,"12906 19th Ave SE, Everett, WA 98208, USA","16317 Bothell Everett Hwy, Bothell, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,3:44:26 PM,4/18/24,3:57:18 PM,4,b,,"16708 Bothell Everett Hwy, Mill Creek, WA 98012, USA","20715 Bothell Everett Hwy, Bothell, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,3:59:38 PM,4/18/24,4:09:41 PM,3,b,,"20715 Bothell Everett Hwy, Bothell, WA 98012, USA","20715 Bothell Everett Hwy, Bothell, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,4:13:02 PM,4/18/24,4:14:27 PM,0,b,,"20715 Bothell Everett Hwy, Bothell, WA 98012, USA","20804 Bothell-Everett, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,4:16:50 PM,4/18/24,4:35:40 PM,6,b,,"20804 Bothell Everett Hwy, Bothell, WA 98021, USA","11 228th St SE, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,4:37:40 PM,4/18/24,4:51:31 PM,5,b,,"1031 228th St SW, Bothell, WA 98021, USA","20007 44th Ave W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,4:53:31 PM,4/18/24,4:53:31 PM,0,b,,"19399 44th Ave W, Lynnwood, WA 98036, USA","19399 44th Ave W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,4:54:31 PM,4/18/24,5:17:24 PM,5,b,,"4325 188th St SW, Lynnwood, WA 98037, USA","2701 184th St SW, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,5:24:21 PM,4/18/24,5:33:00 PM,3,b,,"2701 184th St SW, Lynnwood, WA 98037, USA","19317 7 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/18/24,5:35:04 PM,4/18/24,5:37:44 PM,1.09,b,,"19306 7 W, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_18_2024_12_00am_PDT-04_19_2024_12_00am_PDT.csv
4/19/24,12:42:35 PM,4/19/24,1:03:42 PM,8,p,,"20019 6 W, Lynnwood, WA 98036, USA","10601 47th Pl W, Mukilteo, WA 98275, USA",2013 Toyota Prius (New),business_personal_trip_log_04_19_2024_12_00am_PDT-04_20_2024_12_00am_PDT.csv
4/19/24,2:33:58 PM,4/19/24,2:37:04 PM,1.02,b,,"10601 47th Pl W, Mukilteo, WA 98275, USA","11700 Mukilteo Speedway, Mukilteo, WA 98275, USA",2013 Toyota Prius (New),business_personal_trip_log_04_19_2024_12_00am_PDT-04_20_2024_12_00am_PDT.csv
4/19/24,2:40:36 PM,4/19/24,2:52:52 PM,4.07,b,,"11700 Mukilteo Speedway, Mukilteo, WA 98275, USA","2701 184th St SW, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_04_19_2024_12_00am_PDT-04_20_2024_12_00am_PDT.csv
4/19/24,2:57:11 PM,4/19/24,3:08:44 PM,2,b,,"2701 184th St SW, Lynnwood, WA 98037, USA","2701 184th St SW, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_04_19_2024_12_00am_PDT-04_20_2024_12_00am_PDT.csv
4/19/24,3:32:59 PM,4/19/24,4:08:43 PM,14.02,b,,"2701 184th St SW, Lynnwood, WA 98037, USA","9914 Kenwanda Dr, Snohomish, WA 98296, USA",2013 Toyota Prius (New),business_personal_trip_log_04_19_2024_12_00am_PDT-04_20_2024_12_00am_PDT.csv
4/19/24,4:12:39 PM,4/19/24,4:44:14 PM,11,b,,"9914 Kenwanda Dr, Snohomish, WA 98296, USA","1902 98th St SE, Everett, WA 98208, USA",2013 Toyota Prius (New),business_personal_trip_log_04_19_2024_12_00am_PDT-04_20_2024_12_00am_PDT.csv
4/19/24,4:48:14 PM,4/19/24,4:49:14 PM,0,b,,"9508 19th Ave SE, Everett, WA 98208, USA","303 19th Ave SE, Everett, WA 98208, USA",2013 Toyota Prius (New),business_personal_trip_log_04_19_2024_12_00am_PDT-04_20_2024_12_00am_PDT.csv
4/19/24,4:51:14 PM,4/19/24,4:58:45 PM,1,b,,"Eastmont Park & Ride Bay 1, Everett, WA 98208, USA","7825 Evergreen Way, Everett, WA 98203, USA",2013 Toyota Prius (New),business_personal_trip_log_04_19_2024_12_00am_PDT-04_20_2024_12_00am_PDT.csv
4/19/24,5:00:45 PM,4/19/24,5:42:44 PM,14,b,,"7301 Evergreen Way, Everett, WA 98203, USA","10200 19th Ave SE, Everett, WA 98208, USA",2013 Toyota Prius (New),business_personal_trip_log_04_19_2024_12_00am_PDT-04_20_2024_12_00am_PDT.csv
4/19/24,5:44:50 PM,4/19/24,5:45:49 PM,1,b,,"10200 19th Ave SE, Everett, WA 98208, USA","10200 19th Ave SE, Everett, WA 98208, USA",2013 Toyota Prius (New),business_personal_trip_log_04_19_2024_12_00am_PDT-04_20_2024_12_00am_PDT.csv
4/19/24,6:03:00 PM,4/19/24,6:23:19 PM,4.01,b,,"10200 19th Ave SE, Everett, WA 98208, USA","13314 Bothell Everett Hwy, Mill Creek, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_04_19_2024_12_00am_PDT-04_20_2024_12_00am_PDT.csv
4/19/24,6:34:04 PM,4/19/24,6:58:38 PM,14.02,b,,"13314 Bothell Everett Hwy, Mill Creek, WA 98012, USA","13305 NE 171st St, Woodinville, WA 98072, USA",2013 Toyota Prius (New),business_personal_trip_log_04_19_2024_12_00am_PDT-04_20_2024_12_00am_PDT.csv
4/19/24,7:02:05 PM,4/19/24,7:19:51 PM,8,b,,"13305 NE 171st St, Woodinville, WA 98072, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_19_2024_12_00am_PDT-04_20_2024_12_00am_PDT.csv
4/20/24,10:09:39 AM,4/20/24,10:12:04 AM,0.08,p,,"20019 6 W, Lynnwood, WA 98036, USA","222 196th Pl SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_20_2024_12_00am_PDT-04_21_2024_12_00am_PDT.csv
4/20/24,10:17:33 AM,4/20/24,10:26:15 AM,4.04,p,,"215 196th Pl SW, Bothell, WA 98012, USA","16510 14th Ave SE, Mill Creek, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_04_20_2024_12_00am_PDT-04_21_2024_12_00am_PDT.csv
4/20/24,10:37:51 AM,4/20/24,11:11:36 AM,12.09,p,,"16612 14th Ave SE, Mill Creek, WA 98012, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_20_2024_12_00am_PDT-04_21_2024_12_00am_PDT.csv
4/20/24,12:18:57 PM,4/20/24,1:03:35 PM,16,b,,"20019 6 W, Lynnwood, WA 98036, USA","2102 Hewitt Ave, Everett, WA 98201, USA",2013 Toyota Prius (New),business_personal_trip_log_04_20_2024_12_00am_PDT-04_21_2024_12_00am_PDT.csv
4/20/24,1:05:35 PM,4/20/24,2:07:50 PM,26,b,,"2220 Broadway, Everett, WA 98201, USA","2405 Cedar St, Everett, WA 98201, USA",2013 Toyota Prius (New),business_personal_trip_log_04_20_2024_12_00am_PDT-04_21_2024_12_00am_PDT.csv
4/20/24,2:09:50 PM,4/20/24,2:39:34 PM,15.01,b,,"2331 Cedar St, Everett, WA 98201, USA","2216 State Route 530 NE, Arlington, WA 98223, USA",2013 Toyota Prius (New),business_personal_trip_log_04_20_2024_12_00am_PDT-04_21_2024_12_00am_PDT.csv
4/20/24,2:44:12 PM,4/20/24,3:06:55 PM,10,b,,"2216 State Route 530 NE, Arlington, WA 98223, USA","127 W Gilman Ave, Arlington, WA 98223, USA",2013 Toyota Prius (New),business_personal_trip_log_04_20_2024_12_00am_PDT-04_21_2024_12_00am_PDT.csv
4/20/24,3:08:55 PM,4/20/24,4:09:18 PM,32.03,b,,"208 Southwest Ave, Arlington, WA 98223, USA","2701 184th St SW, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_04_20_2024_12_00am_PDT-04_21_2024_12_00am_PDT.csv
4/20/24,4:22:39 PM,4/20/24,4:33:17 PM,4.1,b,,"2701 184th St SW, Lynnwood, WA 98037, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_20_2024_12_00am_PDT-04_21_2024_12_00am_PDT.csv
4/21/24,8:58:16 AM,4/21/24,9:01:32 AM,1,p,,"20019 6 W, Lynnwood, WA 98036, USA","1901 Larch Way, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,9:04:28 AM,4/21/24,9:07:52 AM,1.1,p,,"1901 Larch Way, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,10:50:41 AM,4/21/24,11:08:39 AM,5,b,,"20019 6 W, Lynnwood, WA 98036, USA","19225 Alderwood Mall Pkwy, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,11:18:34 AM,4/21/24,11:33:33 AM,4,b,,"19225 Alderwood Mall Pkwy, Lynnwood, WA 98036, USA","2701 184th St SW, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,11:43:54 AM,4/21/24,12:07:19 PM,7,b,,"2701 184th St SW, Lynnwood, WA 98037, USA","22803 44th Ave W, Mountlake Terrace, WA 98043, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,12:26:22 PM,4/21/24,12:34:31 PM,2.01,b,,"22803 44th Ave W, Mountlake Terrace, WA 98043, USA","4615 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,12:47:07 PM,4/21/24,12:50:31 PM,1,b,,"4705 194th St SW, Lynnwood, WA 98036, USA","18733 Highway 99, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,12:52:31 PM,4/21/24,12:55:43 PM,1,b,,"5909 188th St SW, Lynnwood, WA 98037, USA","5615 188th St SW, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,12:57:43 PM,4/21/24,1:02:26 PM,1,b,,"5229 188th St SW, Lynnwood, WA 98037, USA","19930 44th Ave W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,1:04:26 PM,4/21/24,1:16:12 PM,9,b,,"20202 46th Ave W, Lynnwood, WA 98036, USA","10200 1st Ave NE, Seattle, WA 98125, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,1:28:08 PM,4/21/24,1:31:07 PM,0,b,,"10200 1st Ave NE, Seattle, WA 98125, USA","10769P 5th Ave NE, Seattle, WA 98125, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,1:33:19 PM,4/21/24,1:37:07 PM,1,b,,"353 NE Northgate Way, Seattle, WA 98125, USA","10501 Midvale Ave N, Seattle, WA 98133, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,1:40:07 PM,4/21/24,1:42:07 PM,0,b,,"424 N 105th St, Seattle, WA 98133, USA","11242 Palatine Ave N, Seattle, WA 98133, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,1:44:35 PM,4/21/24,1:52:07 PM,3,b,,"11504 Palatine Ave N, Seattle, WA 98133, USA","905 N 155th St, Seattle, WA 98133, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,1:54:24 PM,4/21/24,2:15:37 PM,6,b,,"15255 Aurora Ave N, Shoreline, WA 98133, USA","14507 Bothell Way NE, Shoreline, WA 98155, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,2:22:41 PM,4/21/24,2:26:30 PM,1,b,,"14507 Bothell Way NE, Shoreline, WA 98155, USA","3005 NE 149th St, Shoreline, WA 98155, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,2:36:07 PM,4/21/24,3:44:15 PM,20.02,b,,"3005 NE 149th St, Shoreline, WA 98155, USA","22833 Bothell Everett Hwy, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,4:19:38 PM,4/21/24,4:23:45 PM,1.01,b,,Unknown,"21615 16th Dr SE, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,4:26:22 PM,4/21/24,4:28:21 PM,1,b,,"21615 16th Dr SE, Bothell, WA 98021, USA","22612 Bothell Everett Hwy, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,4:30:37 PM,4/21/24,4:48:40 PM,6,b,,"1115 228th St SE, Bothell, WA 98021, USA","21045 Bothell Everett Hwy, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,5:05:10 PM,4/21/24,5:10:07 PM,1.02,b,,"21045 Bothell Everett Hwy, Bothell, WA 98021, USA","923 228th St SE, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/21/24,5:16:15 PM,4/21/24,5:23:55 PM,3.1,b,,"1027 228th St SE, Bothell, WA 98021, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_21_2024_12_00am_PDT-04_22_2024_12_00am_PDT.csv
4/22/24,4:26:22 PM,4/22/24,4:37:59 PM,4.01,b,,"20019 6 W, Lynnwood, WA 98036, USA",Unknown,2013 Toyota Prius (New),business_personal_trip_log_04_22_2024_12_00am_PDT-04_23_2024_12_00am_PDT.csv
4/22/24,5:39:46 PM,4/22/24,5:46:41 PM,2.01,b,,"4615 196th St SW, Lynnwood, WA 98036, USA","1919 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_22_2024_12_00am_PDT-04_23_2024_12_00am_PDT.csv
4/22/24,5:50:32 PM,4/22/24,5:55:17 PM,1,b,,"1919 196th St SW, Lynnwood, WA 98036, USA","2617 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_22_2024_12_00am_PDT-04_23_2024_12_00am_PDT.csv
4/22/24,6:12:39 PM,4/22/24,6:17:10 PM,1,b,,"2617 196th St SW, Lynnwood, WA 98036, USA","4323 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_22_2024_12_00am_PDT-04_23_2024_12_00am_PDT.csv
4/22/24,6:19:10 PM,4/22/24,6:19:10 PM,0,b,,"4725 196th St SW, Lynnwood, WA 98036, USA","4725 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_22_2024_12_00am_PDT-04_23_2024_12_00am_PDT.csv
4/22/24,6:21:10 PM,4/22/24,6:30:52 PM,2.01,b,,"5621 196th St SW, Lynnwood, WA 98036, USA","1027 Cascade Ln, Edmonds, WA 98020, USA",2013 Toyota Prius (New),business_personal_trip_log_04_22_2024_12_00am_PDT-04_23_2024_12_00am_PDT.csv
4/22/24,6:33:33 PM,4/22/24,6:40:54 PM,2.01,b,,"1025 Cascade Ln, Edmonds, WA 98020, USA","19507 Highway 99, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_22_2024_12_00am_PDT-04_23_2024_12_00am_PDT.csv
4/22/24,6:47:37 PM,4/22/24,7:14:27 PM,13,b,,"19507 Highway 99, Lynnwood, WA 98036, USA",Unknown,2013 Toyota Prius (New),business_personal_trip_log_04_22_2024_12_00am_PDT-04_23_2024_12_00am_PDT.csv
4/22/24,7:31:32 PM,4/22/24,7:40:26 PM,4.02,b,,"21045 Bothell Everett Hwy, Bothell, WA 98021, USA","17512 83 NE, Kenmore, WA 98028, USA",2013 Toyota Prius (New),business_personal_trip_log_04_22_2024_12_00am_PDT-04_23_2024_12_00am_PDT.csv
4/22/24,7:43:13 PM,4/22/24,7:54:12 PM,5,b,,"17512 83 NE, Kenmore, WA 98028, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_22_2024_12_00am_PDT-04_23_2024_12_00am_PDT.csv
4/23/24,10:46:19 AM,4/23/24,10:59:31 AM,5,p,,"20019 6 W, Lynnwood, WA 98036, USA","20216 68th Ave W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_23_2024_12_00am_PDT-04_24_2024_12_00am_PDT.csv
4/23/24,3:36:24 PM,4/23/24,3:54:03 PM,5.1,p,,"20216 68th Ave W, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_04_23_2024_12_00am_PDT-04_24_2024_12_00am_PDT.csv
4/24/24,1:14:36 PM,4/24/24,1:38:39 PM,8,p,,"20019 6 W, Lynnwood, WA 98036, USA","10601 47th Pl W, Mukilteo, WA 98275, USA",2013 Toyota Prius (New),business_personal_trip_log_04_24_2024_12_00am_PDT-04_25_2024_12_00am_PDT.csv
4/24/24,3:01:19 PM,4/24/24,4:02:24 PM,22,b,,"10601 47th Pl W, Mukilteo, WA 98275, USA","I-5, Mountlake Terrace, WA 98043, USA",2013 Toyota Prius (New),business_personal_trip_log_04_24_2024_12_00am_PDT-04_25_2024_12_00am_PDT.csv
